id,msg_timestamp,img_url,user_msg,bot_msg,sum_msg,date,runtime,feedback,user_id
54,1708926280686,"https://assets.myntassets.com/dpr_1.5,q_60,w_400,c_limit,fl_progressive/assets/images/23484790/2023/5/31/14fc49d0-6ce3-4410-9e8c-147f57c539d91685518426707HRXbyHrithikRoshanMenWhiteMeshRunningNon-MarkingShoes1.jpg",What should I wear to match this shoe?,"To match the colorful sneakers in the image, you can wear casual clothing that complements the vibrant colors of the shoes. For example, you can wear a white or light-colored t-shirt, shorts, or jeans to create a contrasting look with the brightly colored sneakers. Additionally, you can accessorize your outfit with a belt, watch, or bracelet to add a touch of style and personality to your overall look. The low-heeled design of the sneakers makes them suitable for both men and women who prefer comfortable footwear for daily wear or casual events.","To match the colorful sneakers in the image, you can wear casual clothing that complements the vibrant colors of the shoes. For example, you can wear a white or light-colored t-shirt, shorts, or jeans to create a contrasting look with the brightly colored sneakers. Additionally, you can accessorize your outfit with a belt, watch, or bracelet to add a touch of style and personality to your overall look. The low-heeled design of the sneakers makes them suitable for both men and women who prefer comfortable footwear for daily wear or casual events.",2024-02-26 05:44:54.000000,13.522334098815918,like,1
55,1708926300974,"https://assets.myntassets.com/dpr_1.5,q_60,w_400,c_limit,fl_progressive/assets/images/23484790/2023/5/31/14fc49d0-6ce3-4410-9e8c-147f57c539d91685518426707HRXbyHrithikRoshanMenWhiteMeshRunningNon-MarkingShoes1.jpg",Which age does this suit the most?,"The colorful sneakers can be suitable for individuals of all ages, from young adults to older adults, as they offer a fun and playful touch to any casual outfit. However, the specific age group that would benefit the most from this type of footwear would depend on their personal preferences and lifestyle.","The colorful sneakers can be suitable for individuals of all ages, from young adults to older adults, as they offer a fun and playful touch to any casual outfit. However, the specific age group that would benefit the most from this type of footwear would depend on their personal preferences and lifestyle.",2024-02-26 05:45:09.000000,8.01111912727356,like,1
56,1708926341407,https://hips.hearstapps.com/hmg-prod/images/close-up-of-tulips-blooming-in-field-royalty-free-image-1584131603.jpg,Describe this image.,"The image showcases a vibrant and colorful field of tulips, with various shades of red, yellow, and white flowers. The tulips are spread out across the field, creating a stunning visual display. There are numerous tulips present in the scene, with some being more prominent than others. The tulip field is likely a popular attraction for visitors, as it offers a breathtaking view of nature's beauty.","The image showcases a vibrant and colorful field of tulips, with various shades of red, yellow, and white flowers. The tulips are spread out across the field, creating a stunning visual display. There are numerous tulips present in the scene, with some being more prominent than others. The tulip field is likely a popular attraction for visitors, as it offers a breathtaking view of nature's beauty.",2024-02-26 05:45:50.000000,9.47455620765686,like,1
57,1708926354177,https://hips.hearstapps.com/hmg-prod/images/close-up-of-tulips-blooming-in-field-royalty-free-image-1584131603.jpg,Which country is this field from?,"The field of tulips is located in the Netherlands, a country known for its extensive tulip cultivation. The Netherlands is home to the world's largest tulip festival, which attracts millions of visitors each year. The country's favorable climate, fertile soil, and long history of tulip cultivation have made it a prime location for tulip farming, contributing to its reputation as the ""Tulip Capital of the World.""","The field of tulips is located in the Netherlands, a country known for its extensive tulip cultivation. The Netherlands is home to the world's largest tulip festival, which attracts millions of visitors each year. The country's favorable climate, fertile soil, and long history of tulip cultivation have made it a prime location for tulip farming, contributing to its reputation as the ""Tulip Capital of the World.""",2024-02-26 05:46:04.000000,10.422695636749268,like,1
58,1708926366979,https://hips.hearstapps.com/hmg-prod/images/close-up-of-tulips-blooming-in-field-royalty-free-image-1584131603.jpg,How to take care of this?,"To take care of a field of tulips, it is essential to follow proper maintenance and cultivation practices. Here are some tips for maintaining a healthy and thriving tulip field: 1. Proper soil preparation: Tulips require well-draining soil that is rich in nutrients, such as nitrogen, phosphorus, and potassium. Before planting, the soil should be tested to determine its pH level and nutrient content, and any necessary adjustments should be made. 2. Timely planting: Tulips should be planted in the fall or early spring, depending on your location and the variety of tulip you choose. This timing ensures that the bulbs have enough time to establish roots before the growing season begins. 3. Adequate watering: Tulips require consistent moisture during the growing season, but over-watering can lead to root rot or fungal diseases. It's essential to monitor soil moisture levels and adjust irrigation accordingly. 4. Proper fertilization: Fertilizing tulips with a balanced mix of nitrogen, phosphorus, and pot","To take care of a field of tulips, it is essential to follow proper maintenance and cultivation practices. Here are some tips for maintaining a healthy and thriving tulip field: 1. Proper soil preparation: Tulips require well-draining soil that is rich in nutrients, such as nitrogen, phosphorus, and potassium. Before planting, the soil should be tested to determine its pH level and nutrient content, and any necessary adjustments should be made. 2. Timely planting: Tulips should be planted in the fall or early spring, depending on your location and the variety of tulip you choose. This timing ensures that the bulbs have enough time to establish roots before the growing season begins. 3. Adequate watering: Tulips require consistent moisture during the growing season, but over-watering can lead to root rot or fungal diseases. It's essential to monitor soil moisture levels and adjust irrigation accordingly. 4. Proper fertilization: Fertilizing tulips with a balanced mix of nitrogen, phosphorus, and pot",2024-02-26 05:46:32.000000,24.996841430664062,like,1
59,1708926401305,https://hips.hearstapps.com/hmg-prod/images/close-up-of-tulips-blooming-in-field-royalty-free-image-1584131603.jpg,How long is it bloom last?,"is can help promote healthy growth and prolong the blooming period. A balanced fertilization program should be tailored to the specific needs of the tulip variety and the soil conditions. 5. Regular weeding: Weeds can compete with tulips for water, nutrients, and sunlight, so it's important to remove them regularly. This can be done by hand or with a hoe. 6. Proper pest management: Tulips can be susceptible to various pests, such as aphids, thrips, and tulip bulb fly. Regular monitoring and prompt treatment can help prevent infestations and minimize damage. 7. Mulching: Mulching around tulip bulbs can help retain moisture, suppress weeds, and regulate soil temperature. Organic mulches, such as straw or wood chips, are ideal for this purpose. 8. Deadheading: After the tulips have finished blooming, it's important to remove the spent flowers to prevent seed production and encourage the plant to re-bloom the following year.

Overall, maintaining a field of tul","is can help promote healthy growth and prolong the blooming period. A balanced fertilization program should be tailored to the specific needs of the tulip variety and the soil conditions. 5. Regular weeding: Weeds can compete with tulips for water, nutrients, and sunlight, so it's important to remove them regularly. This can be done by hand or with a hoe. 6. Proper pest management: Tulips can be susceptible to various pests, such as aphids, thrips, and tulip bulb fly. Regular monitoring and prompt treatment can help prevent infestations and minimize damage. 7. Mulching: Mulching around tulip bulbs can help retain moisture, suppress weeds, and regulate soil temperature. Organic mulches, such as straw or wood chips, are ideal for this purpose. 8. Deadheading: After the tulips have finished blooming, it's important to remove the spent flowers to prevent seed production and encourage the plant to re-bloom the following year.

Overall, maintaining a field of tul",2024-02-26 05:47:09.000000,27.758355379104614,like,1
60,1708926493169,https://hips.hearstapps.com/hmg-prod/images/close-up-of-tulips-blooming-in-field-royalty-free-image-1584131603.jpg,What are other colors of this flower?,"is requires a balanced approach to fertilization, weeding, pest management, mulching, and deadheading. By addressing each of these factors, you can help promote healthy growth and prolong the blooming period of your tulip field.","is requires a balanced approach to fertilization, weeding, pest management, mulching, and deadheading. By addressing each of these factors, you can help promote healthy growth and prolong the blooming period of your tulip field.",2024-02-26 05:48:20.000000,7.4725799560546875,dislike,1
61,1708926511125,https://hips.hearstapps.com/hmg-prod/images/close-up-of-tulips-blooming-in-field-royalty-free-image-1584131603.jpg,Which type of weather suits it the most?,"The best weather for tulip fields is cool and moist, with temperatures ranging from 60 to 70 degrees Fahrenheit (15 to 21 degrees Celsius) during the day and around 40 to 50 degrees Fahrenheit (4 to 10 degrees Celsius) at night. This temperature range allows the tulips to grow and bloom properly, ensuring a long-lasting and vibrant display. Additionally, consistent moisture levels in the soil are crucial for the growth and development of tulips, as they require adequate hydration to thrive.","The best weather for tulip fields is cool and moist, with temperatures ranging from 60 to 70 degrees Fahrenheit (15 to 21 degrees Celsius) during the day and around 40 to 50 degrees Fahrenheit (4 to 10 degrees Celsius) at night. This temperature range allows the tulips to grow and bloom properly, ensuring a long-lasting and vibrant display. Additionally, consistent moisture levels in the soil are crucial for the growth and development of tulips, as they require adequate hydration to thrive.",2024-02-26 05:48:44.000000,13.623793840408325,like,1
62,1708926529670,https://hips.hearstapps.com/hmg-prod/images/close-up-of-tulips-blooming-in-field-royalty-free-image-1584131603.jpg,Is this poisonous?,"No, tulips are not poisonous.","No, tulips are not poisonous.",2024-02-26 05:48:52.000000,2.7875008583068848,like,1
63,1708926536361,https://hips.hearstapps.com/hmg-prod/images/close-up-of-tulips-blooming-in-field-royalty-free-image-1584131603.jpg,Is this edible?,no,no,2024-02-26 05:48:57.000000,0.8562581539154053,like,1
64,1708926548767,https://hips.hearstapps.com/hmg-prod/images/close-up-of-tulips-blooming-in-field-royalty-free-image-1584131603.jpg,What are some other usages of this?,garden,garden,2024-02-26 05:49:09.000000,0.8544037342071533,dislike,1
65,1708926557080,https://hips.hearstapps.com/hmg-prod/images/close-up-of-tulips-blooming-in-field-royalty-free-image-1584131603.jpg,How do they smell?,fragrantsweet,fragrantsweet,2024-02-26 05:49:18.000000,1.299243688583374,dislike,1
66,1708926563799,https://hips.hearstapps.com/hmg-prod/images/close-up-of-tulips-blooming-in-field-royalty-free-image-1584131603.jpg,Is this symbol of love?,yes,yes,2024-02-26 05:49:24.000000,0.8696646690368652,dislike,1
67,1708926631050,https://th.bing.com/th/id/OIP.UCEjdMyS9gLXKdbVDvrDhwHaGK?rs=1&pid=ImgDetMain,Describe this image.,four girls in red and black outfits,four girls in red and black outfits,2024-02-26 05:50:32.000000,1.4338171482086182,like,1
68,1708926659179,https://th.bing.com/th/id/OIP.UCEjdMyS9gLXKdbVDvrDhwHaGK?rs=1&pid=ImgDetMain,Who are they?,blackpink,blackpink,2024-02-26 05:50:59.000000,0.9622468948364258,like,1
69,1708926665980,https://th.bing.com/th/id/OIP.UCEjdMyS9gLXKdbVDvrDhwHaGK?rs=1&pid=ImgDetMain,What do they do?,perform 2018 korean music awards,perform 2018 korean music awards,2024-02-26 05:51:07.000000,1.7422833442687988,dislike,1
70,1708926676627,https://th.bing.com/th/id/OIP.UCEjdMyS9gLXKdbVDvrDhwHaGK?rs=1&pid=ImgDetMain,Where are they from?,south korea,south korea,2024-02-26 05:51:17.000000,1.010462760925293,like,1
71,1708926685987,https://th.bing.com/th/id/OIP.UCEjdMyS9gLXKdbVDvrDhwHaGK?rs=1&pid=ImgDetMain,What are their songs?,"""Blood Sweat & Tears""","""Blood Sweat & Tears""",2024-02-26 05:51:27.000000,1.6594154834747314,dislike,1
72,1708926698284,https://th.bing.com/th/id/OIP.UCEjdMyS9gLXKdbVDvrDhwHaGK?rs=1&pid=ImgDetMain,What are they wearing?,red,red,2024-02-26 05:51:38.000000,0.7607769966125488,dislike,1
73,1708926713260,https://th.bing.com/th/id/OIP.UCEjdMyS9gLXKdbVDvrDhwHaGK?rs=1&pid=ImgDetMain,Who is the most beautiful in Blackpink?,jisoo,jisoo,2024-02-26 05:51:54.000000,1.3242177963256836,like,1
74,1708926722652,https://th.bing.com/th/id/OIP.UCEjdMyS9gLXKdbVDvrDhwHaGK?rs=1&pid=ImgDetMain,What does she do?,"singer 2ne1, blackpink, red velvet, taeyang, big bang, yg entertainment, jisoo, kpop, korean music","singer 2ne1, blackpink, red velvet, taeyang, big bang, yg entertainment, jisoo, kpop, korean music",2024-02-26 05:52:07.000000,4.215107440948486,dislike,1
75,1708926749711,https://th.bing.com/th/id/OIP.UCEjdMyS9gLXKdbVDvrDhwHaGK?rs=1&pid=ImgDetMain,How is Blackpink's style?,"blackpink, red velvet, taeyang, big bang, yg entertainment, jisoo, kpop, korean music","blackpink, red velvet, taeyang, big bang, yg entertainment, jisoo, kpop, korean music",2024-02-26 05:52:33.000000,3.888761520385742,dislike,1
76,1708926785560,https://th.bing.com/th/id/OIP.UCEjdMyS9gLXKdbVDvrDhwHaGK?rs=1&pid=ImgDetMain,What is Blackpink's most favorited song?,"blackpink, red velvet, taeyang, big bang, yg entertainment, jisoo, kpop, korean music","blackpink, red velvet, taeyang, big bang, yg entertainment, jisoo, kpop, korean music",2024-02-26 05:53:09.000000,4.19411563873291,dislike,1
77,1708926805457,https://th.bing.com/th/id/OIP.UCEjdMyS9gLXKdbVDvrDhwHaGK?rs=1&pid=ImgDetMain,How many members are there in Blackpink?,four,four,2024-02-26 05:53:26.000000,0.9989454746246338,like,1
78,1708926932558,https://hellobark.com/wp-content/uploads/corgi-1200.jpg,Describe this image.,"The image features a cute brown and white dog laying in a grassy field. The dog appears to be enjoying its time in the outdoor environment, possibly playing or relaxing. There are several other dogs visible in the background, but they are not as prominent as the main dog in the foreground.  In addition to the dogs, there is a person standing near the left side of the image, watching over the scene. The overall atmosphere is peaceful and happy, with the dogs and people enjoying the beautiful day together.","The image features a cute brown and white dog laying in a grassy field. The dog appears to be enjoying its time in the outdoor environment, possibly playing or relaxing. There are several other dogs visible in the background, but they are not as prominent as the main dog in the foreground.  In addition to the dogs, there is a person standing near the left side of the image, watching over the scene. The overall atmosphere is peaceful and happy, with the dogs and people enjoying the beautiful day together.",2024-02-26 05:55:42.000000,10.56380295753479,like,1
79,1708926967719,https://hellobark.com/wp-content/uploads/corgi-1200.jpg,Which breed is it?,"The breed of the dog in the image is not specified. However, based on its appearance, it can be inferred that the dog is a Corgi. Corgis are known for their short legs and long bodies, which give them a unique and endearing appearance. They are also known for their intelligence, loyalty, and affectionate nature, making them popular pets for families and individuals alike.","The breed of the dog in the image is not specified. However, based on its appearance, it can be inferred that the dog is a Corgi. Corgis are known for their short legs and long bodies, which give them a unique and endearing appearance. They are also known for their intelligence, loyalty, and affectionate nature, making them popular pets for families and individuals alike.",2024-02-26 05:56:16.000000,9.168366432189941,like,1
80,1708927016496,https://hellobark.com/wp-content/uploads/corgi-1200.jpg,Where is this breed originate from?,"Corgis originate from the United Kingdom, specifically from the Pembroke Welsh Corgi and Cardigan Welsh Corgi breeds. These breeds have been around for centuries and were originally bred for herding livestock, such as sheep and cattle. Today, Corgis are popular pets due to their friendly, playful, and energetic nature, as well as their adaptability to various living environments.","Corgis originate from the United Kingdom, specifically from the Pembroke Welsh Corgi and Cardigan Welsh Corgi breeds. These breeds have been around for centuries and were originally bred for herding livestock, such as sheep and cattle. Today, Corgis are popular pets due to their friendly, playful, and energetic nature, as well as their adaptability to various living environments.",2024-02-26 05:57:05.000000,9.392493486404419,like,1
81,1708927055137,https://hellobark.com/wp-content/uploads/corgi-1200.jpg,What is special about them?,"Corgis are known for their unique physical characteristics, such as their short legs and long bodies, which give them a distinctive appearance. Additionally, they are intelligent, loyal, and affectionate dogs that make great pets for families with children or other pets. Corgis are also relatively low-maintenance compared to other dog breeds, making them suitable for busy households. They require regular exercise and mental stimulation, such as walks, playtime, and training, but do not require excessive grooming or specialized care. As a result, Corgis have become popular pets in many countries, including the United States, Canada, Australia, and the United Kingdom, among others.","Corgis are known for their unique physical characteristics, such as their short legs and long bodies, which give them a distinctive appearance. Additionally, they are intelligent, loyal, and affectionate dogs that make great pets for families with children or other pets. Corgis are also relatively low-maintenance compared to other dog breeds, making them suitable for busy households. They require regular exercise and mental stimulation, such as walks, playtime, and training, but do not require excessive grooming or specialized care. As a result, Corgis have become popular pets in many countries, including the United States, Canada, Australia, and the United Kingdom, among others.",2024-02-26 05:57:49.000000,14.681861877441406,like,1
82,1708927120826,https://hellobark.com/wp-content/uploads/corgi-1200.jpg,Are they easy to raise?,"Corgis are generally considered to be easy to raise, making them suitable for families with children or other pets. They are intelligent, adaptable, and affectionate dogs that thrive in a loving environment. However, like any dog breed, they require proper training, socialization, and care to develop into well-behaved and happy pets. Here are some tips on how to raise a Corgi: 1. Provide regular exercise: Corgis are energetic dogs that require daily exercise to maintain their physical and mental well-being. This can include walks, runs, or playtime in a fenced-in area. 2. Train consistently: Corgis are intelligent dogs that respond well to positive reinforcement training methods. Consistency is key when training a Corgi, as they thrive on routine and structure. 3. Socialize regularly: Corgis are social dogs that enjoy being around people and other dogs. Regular socialization helps them become well-adjusted, confident, and friendly pets. 4. Provide mental stimulation: Corgis have a natural instinct to herd, so providing them with puzzles, to","Corgis are generally considered to be easy to raise, making them suitable for families with children or other pets. They are intelligent, adaptable, and affectionate dogs that thrive in a loving environment. However, like any dog breed, they require proper training, socialization, and care to develop into well-behaved and happy pets. Here are some tips on how to raise a Corgi: 1. Provide regular exercise: Corgis are energetic dogs that require daily exercise to maintain their physical and mental well-being. This can include walks, runs, or playtime in a fenced-in area. 2. Train consistently: Corgis are intelligent dogs that respond well to positive reinforcement training methods. Consistency is key when training a Corgi, as they thrive on routine and structure. 3. Socialize regularly: Corgis are social dogs that enjoy being around people and other dogs. Regular socialization helps them become well-adjusted, confident, and friendly pets. 4. Provide mental stimulation: Corgis have a natural instinct to herd, so providing them with puzzles, to",2024-02-26 05:59:06.000000,25.135607957839966,like,1
83,1708927170230,https://hellobark.com/wp-content/uploads/corgi-1200.jpg,What trick can they do?,"4. Provide mental stimulation: Corgis have a natural instinct to herd, so providing them with puzzles, toys, and other forms of mental stimulation can help prevent boredom and reduce destructive behaviors. 5. Give them plenty of attention: Corgis are affectionate dogs that thrive on human interaction and attention. Spending time with your Corgi, playing with them, and giving them plenty of love and affection will help strengthen your bond and improve their overall well-being. 6. Train for obedience: Corgis respond well to positive reinforcement training methods, so it's important to train them for obedience commands such as sit, stay, come, and heel. This helps ensure that they behave appropriately and follow commands in various situations. 7. Consider grooming needs: Corgis require regular grooming to maintain their coat and prevent matting. Brushing their coat at least once a week and keeping their nails trimmed will help keep them looking and feeling their best. 8. Provide proper nutrition: Feeding your Corgi a high-quality diet that meets their nutritional needs is essential for","4. Provide mental stimulation: Corgis have a natural instinct to herd, so providing them with puzzles, toys, and other forms of mental stimulation can help prevent boredom and reduce destructive behaviors. 5. Give them plenty of attention: Corgis are affectionate dogs that thrive on human interaction and attention. Spending time with your Corgi, playing with them, and giving them plenty of love and affection will help strengthen your bond and improve their overall well-being. 6. Train for obedience: Corgis respond well to positive reinforcement training methods, so it's important to train them for obedience commands such as sit, stay, come, and heel. This helps ensure that they behave appropriately and follow commands in various situations. 7. Consider grooming needs: Corgis require regular grooming to maintain their coat and prevent matting. Brushing their coat at least once a week and keeping their nails trimmed will help keep them looking and feeling their best. 8. Provide proper nutrition: Feeding your Corgi a high-quality diet that meets their nutritional needs is essential for",2024-02-26 05:59:57.000000,27.593193531036377,dislike,1
84,1708927239752,https://hellobark.com/wp-content/uploads/corgi-1200.jpg,What trick can they do?,"maintaining their overall health and well-being. Corgis are prone to certain health issues, such as hip dysplasia, so it's important to feed them a diet that supports their joint health and overall well-being. 9. Exercise regularly: Corgis are energetic dogs that require regular exercise to maintain their physical and mental well-being. Providing them with daily walks, playing fetch, and engaging in other forms of physical activity will help prevent boredom and reduce destructive behaviors. 10. Socialize them: Corgis are social dogs that thrive on interaction with people and other dogs. It's important to expose them to new people and dogs regularly to help them develop positive social skills and reduce the likelihood of fearfulness or aggression.","maintaining their overall health and well-being. Corgis are prone to certain health issues, such as hip dysplasia, so it's important to feed them a diet that supports their joint health and overall well-being. 9. Exercise regularly: Corgis are energetic dogs that require regular exercise to maintain their physical and mental well-being. Providing them with daily walks, playing fetch, and engaging in other forms of physical activity will help prevent boredom and reduce destructive behaviors. 10. Socialize them: Corgis are social dogs that thrive on interaction with people and other dogs. It's important to expose them to new people and dogs regularly to help them develop positive social skills and reduce the likelihood of fearfulness or aggression.",2024-02-26 06:00:59.000000,19.309207916259766,dislike,1
85,1708927325235,https://hellobark.com/wp-content/uploads/corgi-1200.jpg,Are they cute?,"Yes, Corgis are known for their adorable appearance and playful personalities. They have short legs and long bodies, which give them a unique and endearing appearance. Their wagging tails and friendly demeanor make them popular pets among dog lovers.","Yes, Corgis are known for their adorable appearance and playful personalities. They have short legs and long bodies, which give them a unique and endearing appearance. Their wagging tails and friendly demeanor make them popular pets among dog lovers.",2024-02-26 06:02:12.000000,7.030887126922607,like,1
86,1708927361062,https://hellobark.com/wp-content/uploads/corgi-1200.jpg,What are possible names for them?,"Corgis can have a variety of names, ranging from traditional Welsh names to more creative and unique names. Some popular names for Corgis include: 1. Lassie 2. Taffy 3. Pembroke 4. Cardigan 5. Welsh 6. Corgi 7. Dylan 8. Bella 9. Charlie 10. Sadie 11. Max 12. Molly 13. Finn 14. Roxy 15. Rusty 16. Ziggy 17. Rosie 18. Benny 19. Lucy 20. Willow These are just a few examples of possible names for Corgis, and there are many more options available depending on personal preferences and the specific characteristics of the dog.","Corgis can have a variety of names, ranging from traditional Welsh names to more creative and unique names. Some popular names for Corgis include: 1. Lassie 2. Taffy 3. Pembroke 4. Cardigan 5. Welsh 6. Corgi 7. Dylan 8. Bella 9. Charlie 10. Sadie 11. Max 12. Molly 13. Finn 14. Roxy 15. Rusty 16. Ziggy 17. Rosie 18. Benny 19. Lucy 20. Willow These are just a few examples of possible names for Corgis, and there are many more options available depending on personal preferences and the specific characteristics of the dog.",2024-02-26 06:02:58.000000,17.627223014831543,like,1
87,1708927468082,https://hellobark.com/wp-content/uploads/corgi-1200.jpg,Do corgis have different species?,"No, Corgis are a breed of dog, not a separate species.","No, Corgis are a breed of dog, not a separate species.",2024-02-26 06:04:31.000000,3.3259754180908203,like,1
88,1708927506356,https://hellobark.com/wp-content/uploads/corgi-1200.jpg,Are there any movies about them?,"Yes, there are several movies about Corgis, such as ""101 Dalmatians"" and ""The Queen's Corgi.""","Yes, there are several movies about Corgis, such as ""101 Dalmatians"" and ""The Queen's Corgi.""",2024-02-26 06:05:09.000000,3.6635379791259766,like,1
